Transaction_ID,Customer_ID,Purchase_Date,Product_Category,Order_Value,Country
TXN-10385,CUST-125,2024-12-24,Home Decor,1209.1517769695758,USA
TXN-10386,CUST-112,2024-06-10,Electronics,437.4111674055336,USA
TXN-10387,CUST-266,2026-02-22,Apparel,282.6105247939898,France
TXN-10388,CUST-238,2025-05-08,Home Decor,1130.9098324284703,UK
TXN-10389,CUST-314,2026-10-16,Electronics,,France
TXN-10390,CUST-103,2024-10-20,Footwear,1485.9476101609964,USA
TXN-10391,CUST-348,2025-04-20,Home Decor,630.6741618289112,UK
TXN-10392,CUST-123,2026-08-02,Electronics,570.5867669733191,Australia
TXN-10393,CUST-337,2025-06-04,Apparel,1169.0911818981554,Canada
TXN-10394,CUST-292,2026-07-30,Home Decor,524.3892395744664,Germany
TXN-10395,CUST-317,2025-06-06,Home Decor,1397.5208418932757,Germany
TXN-10396,CUST-160,2024-01-20,Electronics,,Japan
TXN-10397,CUST-142,2026-08-10,Electronics,654.9111605150272,Japan
TXN-10398,CUST-204,2025-08-12,Footwear,1131.2891803314162,France
TXN-10399,CUST-224,2024-11-19,Footwear,-1136.72345364533,Canada
TXN-10400,CUST-223,2024-05-31,Home Decor,,UK
TXN-10401,CUST-154,2026-06-23,Apparel,1355.7783018857588,Canada
TXN-10402,CUST-321,2025-12-08,Footwear,767.7735112228286,UK
TXN-10403,CUST-202,2025-09-04,Apparel,1243.1570498394576,France
TXN-10404,CUST-331,2026-05-18,Electronics,493.6734095253054,Japan
TXN-10405,CUST-115,2025-05-27,Electronics,1345.3743781743767,Japan
TXN-10406,CUST-142,2026-07-24,Footwear,596.0184845265615,Canada
TXN-10407,CUST-197,2025-09-10,Home Decor,36.039724190841575,France
TXN-10408,CUST-100,2025-02-11,Electronics,1359.9653251005102,USA
TXN-10409,CUST-199,2026-02-26,Apparel,,Japan
TXN-10410,CUST-167,2026-09-16,Home Decor,492.584183633814,USA
TXN-10411,CUST-337,2024-08-06,Footwear,1426.0917112351913,Canada
TXN-10412,CUST-300,2025-04-30,Electronics,1426.898577467583,Japan
TXN-10413,CUST-300,2026-02-20,Footwear,868.6880744224634,Australia
TXN-10414,CUST-216,2026-01-05,Home Decor,955.1190740113029,Canada
TXN-10415,CUST-173,2025-08-28,Home Decor,683.6993725279133,Germany
TXN-10416,CUST-208,2025-08-27,Home Decor,453.9519421131355,USA
TXN-10417,CUST-278,2024-02-14,Apparel,506.4235271474756,Canada
TXN-10418,CUST-345,2026-03-21,Home Decor,,France
TXN-10419,CUST-287,2025-07-16,Home Decor,1133.5143035677663,Germany
TXN-10420,CUST-300,2024-01-17,Electronics,1191.5369847142558,France
TXN-10421,CUST-242,2024-04-10,Apparel,1188.6348513359399,USA
TXN-10422,CUST-269,2026-10-14,Apparel,,Australia
TXN-10423,CUST-283,2025-08-09,Footwear,751.7420509598206,Australia
TXN-10424,CUST-224,2025-04-16,Home Decor,105.18696482463353,Germany
TXN-10425,CUST-139,2025-12-22,Electronics,833.3027458391286,Canada
TXN-10426,CUST-148,2025-03-24,Footwear,673.465142032598,USA
TXN-10427,CUST-175,2025-01-24,Home Decor,1333.8021904822835,Australia
TXN-10428,CUST-155,2025-05-28,Apparel,539.3542185770765,Japan
TXN-10429,CUST-347,2024-10-07,Home Decor,193.2591843128567,Germany
TXN-10430,CUST-114,2024-07-17,Home Decor,231.62768943819708,UK
TXN-10431,CUST-248,2024-03-21,Electronics,1147.035734941859,Canada
TXN-10432,CUST-288,2025-09-24,Electronics,934.9627337080664,UK
TXN-10433,CUST-238,2026-06-21,Electronics,169.66156066172957,Canada
TXN-10434,CUST-115,2024-03-09,Footwear,144.4780730501962,Japan
TXN-10435,CUST-291,2026-01-17,Electronics,1057.4343145594976,USA
TXN-10436,CUST-180,2024-09-26,Footwear,127.68924941900642,Germany
TXN-10437,CUST-114,2024-07-03,Home Decor,1236.3528877497272,France
TXN-10438,CUST-112,2025-08-27,Footwear,,France
TXN-10439,CUST-249,2025-10-31,Footwear,140.39619535001165,USA
TXN-10440,CUST-222,2026-04-30,Electronics,-145.55981684608403,UK
TXN-10441,CUST-228,2024-12-25,Electronics,1480.2265761817396,France
TXN-10442,CUST-335,2025-02-15,Apparel,573.920777719058,Germany
TXN-10443,CUST-318,2024-09-27,Footwear,568.5503776589985,USA
TXN-10444,CUST-235,2026-01-19,Home Decor,1222.9433595411037,USA
TXN-10445,CUST-140,2026-12-23,Apparel,1421.927894528111,Japan
TXN-10446,CUST-114,2026-10-24,Apparel,1479.2815744578488,Japan
TXN-10447,CUST-345,2025-07-12,Apparel,1134.9997141832337,USA
TXN-10448,CUST-230,2024-12-02,Electronics,576.8641865857553,UK
TXN-10449,CUST-120,2025-06-10,Electronics,143.58106071402977,USA
TXN-10450,CUST-317,2026-09-13,Electronics,1170.1774355726066,Australia
TXN-10451,CUST-147,2025-08-27,Home Decor,846.4382896089915,Canada
TXN-10452,CUST-117,2025-11-24,Footwear,647.8485736855249,Australia
TXN-10453,CUST-252,2024-08-23,Apparel,1361.4044899402093,UK
TXN-10454,CUST-117,2026-08-17,Electronics,184.57227381310398,UK
TXN-10455,CUST-272,2024-06-03,Footwear,749.0851543504715,Japan
TXN-10456,CUST-320,2024-10-15,Apparel,,USA
TXN-10457,CUST-160,2025-04-07,Footwear,713.6177501513068,Germany
TXN-10458,CUST-203,2026-03-24,Apparel,103.32884800911928,Japan
TXN-10459,CUST-130,2026-01-19,Footwear,195.85051607674643,France
TXN-10460,CUST-341,2024-07-03,Electronics,-193.93884523011522,France
TXN-10461,CUST-327,2026-03-19,Footwear,980.831247131774,France
TXN-10462,CUST-245,2024-01-29,Footwear,1124.1464213128265,Australia
TXN-10463,CUST-163,2025-06-25,Apparel,883.3857723437962,UK
TXN-10464,CUST-248,2024-09-10,Footwear,1444.015371742322,Canada
TXN-10465,CUST-252,2026-07-20,Home Decor,574.808457695082,UK
TXN-10466,CUST-110,2026-01-24,Apparel,442.8538876971539,Australia
TXN-10467,CUST-258,2025-06-20,Footwear,1305.5267097204012,France
TXN-10468,CUST-120,2026-02-19,Home Decor,350.9218410087899,Canada
TXN-10469,CUST-207,2026-01-30,Apparel,1445.5693583721047,Canada
TXN-10470,CUST-268,2024-08-09,Electronics,37.98862254092818,Japan
TXN-10471,CUST-249,2025-04-23,Apparel,1455.4206635273058,USA
TXN-10472,CUST-244,2026-08-23,Apparel,83.87666968685265,Germany
TXN-10473,CUST-233,2024-02-21,Footwear,1338.8918082731452,Canada
TXN-10474,CUST-180,2025-11-02,Home Decor,,USA
TXN-10475,CUST-339,2025-03-29,Apparel,1489.5878982565646,Germany
TXN-10476,CUST-166,2024-05-09,Apparel,129.2189158083903,France
TXN-10477,CUST-152,2026-08-08,Apparel,,USA
TXN-10478,CUST-271,2025-09-10,Footwear,1454.5677527162666,UK
TXN-10479,CUST-283,2026-04-16,Apparel,794.1848093718203,UK
TXN-10480,CUST-180,2024-08-26,Home Decor,951.5099844401885,Japan
TXN-10481,CUST-161,2024-10-13,Footwear,1049.7080596972335,Germany
TXN-10482,CUST-167,2024-04-02,Electronics,-692.7207758563044,USA
TXN-10483,CUST-201,2024-03-17,Electronics,948.7859585244139,Australia
TXN-10484,CUST-133,2025-09-15,Footwear,-884.7851816461883,USA
TXN-10485,CUST-271,2026-10-05,Home Decor,1353.7138555266638,Australia
TXN-10486,CUST-265,2024-08-25,Footwear,87.26064290535764,Japan
TXN-10487,CUST-176,2024-07-18,Footwear,435.8255205965009,Canada
TXN-10488,CUST-217,2025-04-25,Footwear,1426.6089964333069,Japan
TXN-10489,CUST-180,2024-10-04,Footwear,1337.5904001585561,Japan
TXN-10490,CUST-337,2026-03-06,Apparel,694.3719941228552,Canada
TXN-10491,CUST-292,2026-07-18,Electronics,937.7962447462744,Canada
TXN-10492,CUST-339,2026-01-29,Home Decor,430.52415081207636,USA
TXN-10493,CUST-118,2026-05-08,Apparel,298.4193163911667,Germany
TXN-10494,CUST-102,2024-11-12,Electronics,706.2736393111736,Australia
TXN-10495,CUST-217,2026-04-29,Footwear,542.9612974785582,USA
TXN-10496,CUST-259,2024-07-21,Electronics,883.8110455392907,Canada
TXN-10497,CUST-244,2026-09-29,Electronics,135.04726270817756,UK
TXN-10498,CUST-125,2026-04-15,Apparel,1462.1043153459264,Canada
TXN-10499,CUST-118,2025-07-26,Apparel,1479.5919018298123,Germany
TXN-10500,CUST-237,2024-03-08,Home Decor,1053.2793367492227,Japan
TXN-10501,CUST-154,2026-01-28,Footwear,813.4226221892982,Canada
TXN-10502,CUST-229,2025-03-20,Footwear,478.1008721037651,France
TXN-10503,CUST-167,2026-06-27,Footwear,1224.416629166284,Germany
TXN-10504,CUST-133,2026-06-29,Electronics,,UK
TXN-10505,CUST-338,2025-04-28,Electronics,260.6730702304391,Australia
TXN-10506,CUST-189,2026-01-12,Footwear,-1368.172233050887,Canada
TXN-10507,CUST-325,2024-07-22,Home Decor,1237.35511952629,Germany
TXN-10508,CUST-117,2026-01-22,Electronics,1425.7038716720476,Australia
TXN-10509,CUST-325,2026-01-04,Home Decor,1094.0648724147727,Japan
TXN-10510,CUST-162,2024-05-04,Electronics,927.854489984969,Japan
TXN-10511,CUST-194,2026-03-26,Apparel,638.9996937101159,UK
TXN-10512,CUST-172,2025-07-19,Apparel,,France
TXN-10513,CUST-140,2025-01-23,Footwear,1301.7745564606043,Germany
TXN-10514,CUST-212,2024-09-07,Apparel,86.92363175716032,Japan
TXN-10515,CUST-313,2026-07-20,Electronics,59.02312225593297,Japan
TXN-10516,CUST-239,2024-07-06,Electronics,577.1657829795134,UK
TXN-10517,CUST-280,2025-03-10,Apparel,1219.6189295571128,UK
TXN-10518,CUST-177,2024-02-13,Apparel,1481.1686713861177,USA
TXN-10519,CUST-256,2024-04-13,Apparel,242.61699883322171,Australia
TXN-10520,CUST-306,2025-11-14,Footwear,,USA
TXN-10521,CUST-267,2025-05-13,Apparel,583.7184678139118,UK
TXN-10522,CUST-235,2024-09-14,Electronics,1455.4733087656127,Germany
TXN-10523,CUST-102,2025-02-24,Apparel,1266.3360062408487,Canada
TXN-10524,CUST-270,2024-05-20,Footwear,1260.726482972484,France
TXN-10525,CUST-309,2025-02-28,Footwear,713.665876496556,Japan
TXN-10526,CUST-241,2025-03-18,Electronics,633.9328634597445,France
TXN-10527,CUST-176,2025-04-22,Electronics,-424.6424664574452,USA
TXN-10528,CUST-338,2025-11-03,Apparel,103.43573504337213,Canada
TXN-10529,CUST-269,2024-10-29,Electronics,1299.7891168574788,USA
TXN-10530,CUST-126,2024-01-06,Home Decor,,Japan
TXN-10531,CUST-340,2025-07-21,Electronics,1499.5821564634732,France
TXN-10532,CUST-324,2024-10-23,Home Decor,1495.02251886938,Australia
TXN-10533,CUST-134,2024-09-23,Home Decor,842.0389242918886,Japan
TXN-10534,CUST-167,2025-05-28,Electronics,1158.1013744671554,France
TXN-10535,CUST-129,2024-12-23,Home Decor,1418.2532802259934,France
TXN-10536,CUST-327,2024-08-13,Electronics,-1277.478138202569,Canada
TXN-10537,CUST-127,2024-02-22,Electronics,386.07519057993255,USA
TXN-10538,CUST-290,2024-09-26,Footwear,686.8053202589384,UK
TXN-10539,CUST-241,2024-01-31,Home Decor,211.15593442421257,Germany
TXN-10540,CUST-139,2026-01-03,Home Decor,1431.995520342909,UK
TXN-10541,CUST-169,2025-05-02,Apparel,917.1384589873024,Australia
TXN-10542,CUST-172,2025-10-25,Electronics,358.3913521451248,Australia
TXN-10543,CUST-254,2024-02-02,Footwear,1014.117012920668,USA
TXN-10544,CUST-153,2024-12-22,Footwear,934.8297958776858,UK
TXN-10545,CUST-283,2025-06-27,Apparel,550.0808226886039,France
TXN-10546,CUST-187,2024-04-17,Home Decor,188.06523645545096,Canada
TXN-10547,CUST-152,2024-09-16,Footwear,,USA
TXN-10548,CUST-275,2026-05-12,Home Decor,790.0553973376141,USA
TXN-10549,CUST-262,2026-12-13,Footwear,1163.0312197687463,UK
TXN-10550,CUST-318,2024-08-20,Footwear,789.8419816457503,Japan
TXN-10551,CUST-167,2024-05-10,Electronics,1281.2286204714394,Germany
TXN-10552,CUST-229,2026-09-02,Home Decor,836.8221213862386,Australia
TXN-10553,CUST-225,2026-07-07,Footwear,850.1881978723717,France
TXN-10554,CUST-164,2026-01-11,Electronics,1317.4473319343506,Canada
TXN-10555,CUST-331,2026-11-17,Footwear,617.1546419943476,Australia
TXN-10556,CUST-332,2024-08-11,Electronics,218.3425381069483,France
TXN-10557,CUST-316,2026-07-14,Electronics,62.59836094374168,USA
TXN-10558,CUST-113,2026-10-28,Home Decor,1137.6031383969562,Germany
TXN-10559,CUST-123,2025-03-29,Electronics,938.0581360031277,USA
TXN-10560,CUST-262,2024-03-29,Footwear,,Germany
TXN-10561,CUST-208,2026-12-03,Apparel,335.18695903318786,UK
TXN-10562,CUST-312,2025-09-09,Footwear,221.82978386841924,France
TXN-10563,CUST-170,2026-07-27,Footwear,41.52610518846525,Japan
TXN-10564,CUST-111,2024-03-04,Electronics,538.8695870337635,Australia
TXN-10565,CUST-100,2024-05-04,Footwear,893.078176544857,USA
TXN-10566,CUST-185,2026-09-07,Electronics,600.5211867476038,Germany
TXN-10567,CUST-297,2026-04-02,Home Decor,667.462884595119,Germany
TXN-10568,CUST-133,2026-05-23,Electronics,1358.1548678507477,USA
TXN-10569,CUST-263,2024-08-09,Home Decor,535.4180911944845,Australia
TXN-10570,CUST-350,2026-10-01,Apparel,780.70444395652,France
TXN-10571,CUST-167,2026-06-27,Footwear,1179.8064588568918,UK
TXN-10572,CUST-141,2024-05-30,Home Decor,606.8833178354798,UK
TXN-10573,CUST-289,2024-06-14,Apparel,940.6883163372528,Canada
TXN-10574,CUST-213,2025-10-21,Electronics,,Canada
TXN-10575,CUST-241,2024-10-30,Apparel,1425.2905230133103,Japan
TXN-10576,CUST-280,2024-05-14,Home Decor,237.66875177497616,Canada
TXN-10577,CUST-209,2024-09-15,Footwear,1391.3496852390117,Japan
TXN-10578,CUST-243,2025-07-17,Apparel,748.3321137577166,Australia
TXN-10579,CUST-102,2025-10-27,Apparel,402.20169468245837,France
TXN-10580,CUST-128,2026-02-19,Electronics,699.5209192326267,Japan
TXN-10581,CUST-119,2026-12-22,Electronics,1470.4482114225061,France
TXN-10582,CUST-341,2025-08-26,Footwear,749.074779109447,Canada
TXN-10583,CUST-326,2026-07-18,Electronics,506.55238322551213,Canada
TXN-10584,CUST-276,2026-11-01,Home Decor,957.4332643887542,Australia
TXN-10585,CUST-331,2026-05-31,Home Decor,375.41551579172574,Canada
TXN-10586,CUST-138,2024-07-22,Apparel,132.2777256008226,UK
TXN-10587,CUST-239,2024-08-22,Electronics,210.74198842776084,USA
TXN-10588,CUST-109,2025-03-16,Electronics,209.5078416575032,UK
TXN-10589,CUST-313,2026-05-30,Apparel,244.81598639819563,UK
TXN-10590,CUST-194,2026-07-13,Footwear,225.464215521127,Japan
TXN-10591,CUST-249,2025-04-12,Electronics,-968.4946223087576,Japan
TXN-10592,CUST-241,2026-04-27,Electronics,,Germany
TXN-10593,CUST-137,2025-11-25,Footwear,531.5875793193176,USA
TXN-10594,CUST-210,2026-07-17,Electronics,,UK
TXN-10595,CUST-132,2026-03-27,Home Decor,,USA
TXN-10596,CUST-110,2026-05-01,Home Decor,1007.9854530111202,UK
TXN-10597,CUST-178,2024-07-13,Footwear,275.03340937841216,Australia
TXN-10598,CUST-193,2025-10-02,Footwear,304.58774783683276,Australia
TXN-10599,CUST-330,2026-05-24,Home Decor,80.48555207438872,Canada
TXN-10600,CUST-338,2025-10-02,Home Decor,,Australia
TXN-10601,CUST-303,2025-06-06,Home Decor,,USA
TXN-10602,CUST-348,2026-02-05,Home Decor,281.9755167295853,Germany
TXN-10603,CUST-320,2024-11-08,Footwear,151.2797499604423,Canada
TXN-10604,CUST-110,2026-08-29,Footwear,198.5410892288892,Japan
TXN-10605,CUST-330,2024-05-17,Apparel,701.9525766884342,UK
TXN-10606,CUST-191,2024-07-05,Footwear,325.37390324057293,Australia
TXN-10607,CUST-153,2024-06-23,Home Decor,559.1193943511516,Canada
TXN-10608,CUST-274,2024-07-09,Electronics,765.0575608651882,Australia
TXN-10609,CUST-163,2026-06-03,Home Decor,1041.7843463714607,Canada
TXN-10610,CUST-270,2024-07-16,Home Decor,78.18196696482643,Japan
TXN-10611,CUST-126,2026-02-02,Footwear,1203.127390385383,USA
TXN-10612,CUST-190,2024-09-23,Apparel,949.2925764465435,USA
TXN-10613,CUST-299,2024-05-02,Electronics,141.0033672843304,UK
TXN-10614,CUST-243,2025-11-06,Electronics,1312.8963636780302,Japan
TXN-10615,CUST-326,2024-09-07,Apparel,1382.8911527870835,France
TXN-10616,CUST-323,2026-04-21,Home Decor,110.39538058519835,Canada
TXN-10617,CUST-204,2025-12-25,Footwear,-429.7789192578615,Japan
TXN-10618,CUST-349,2026-05-16,Home Decor,1213.1778940937309,France
TXN-10619,CUST-258,2024-04-15,Electronics,1127.4243417678144,France
TXN-10620,CUST-291,2025-08-12,Electronics,293.09110864743843,Germany
TXN-10621,CUST-139,2025-10-01,Home Decor,329.8369985383313,USA
TXN-10622,CUST-336,2025-12-21,Electronics,568.2987121312453,UK
TXN-10623,CUST-338,2024-07-31,Footwear,,Japan
TXN-10624,CUST-160,2026-11-05,Electronics,935.0170618648381,Japan
TXN-10625,CUST-321,2025-03-11,Footwear,565.9921865632632,Canada
TXN-10626,CUST-141,2024-11-12,Home Decor,704.5513798770589,UK
TXN-10627,CUST-349,2026-09-14,Home Decor,1126.2569884379598,USA
TXN-10628,CUST-304,2025-04-04,Footwear,74.2911402780849,France
TXN-10629,CUST-307,2024-08-09,Footwear,393.60667762915074,UK
TXN-10630,CUST-145,2025-12-18,Footwear,1075.7573871091377,Canada
TXN-10631,CUST-325,2026-01-22,Electronics,1344.906119777055,Australia
TXN-10632,CUST-205,2024-08-23,Home Decor,777.2826143311859,Germany
TXN-10633,CUST-106,2025-07-24,Electronics,807.5279581926671,USA
TXN-10634,CUST-145,2025-04-08,Electronics,178.61457678286857,France
TXN-10635,CUST-288,2026-05-28,Footwear,682.1703028987129,Canada
TXN-10636,CUST-336,2024-02-23,Electronics,808.2735543534343,Canada
TXN-10637,CUST-185,2025-07-01,Apparel,378.8563453793999,Japan
TXN-10638,CUST-300,2024-02-29,Apparel,418.4799818050838,UK
TXN-10639,CUST-338,2025-01-04,Apparel,578.3805613948415,USA
TXN-10640,CUST-205,2025-07-13,Apparel,,Australia
TXN-10641,CUST-305,2025-09-24,Apparel,496.67716506310387,Japan
TXN-10642,CUST-271,2025-11-26,Footwear,332.94305035488605,Australia
TXN-10643,CUST-321,2025-12-19,Electronics,,Germany
TXN-10644,CUST-288,2024-01-13,Electronics,-197.2479550924918,France
TXN-10645,CUST-307,2025-01-06,Apparel,1337.9803754950444,Germany
TXN-10646,CUST-163,2024-10-20,Electronics,898.516831259992,UK
TXN-10647,CUST-168,2026-03-31,Apparel,1025.0714323338448,USA
TXN-10648,CUST-140,2024-05-22,Electronics,1187.9734331388606,Australia
TXN-10649,CUST-301,2024-10-17,Footwear,-757.6944544150048,USA
TXN-10650,CUST-279,2024-03-03,Home Decor,148.64202636938705,Japan
TXN-10651,CUST-127,2024-07-06,Apparel,814.9176818914507,Japan
TXN-10652,CUST-197,2026-12-22,Footwear,-888.5248546709012,UK
TXN-10653,CUST-323,2025-03-16,Footwear,1123.2504217928083,USA
TXN-10654,CUST-109,2026-02-09,Apparel,658.8561284199255,USA
TXN-10655,CUST-319,2026-05-09,Apparel,208.81884813743437,USA
TXN-10656,CUST-220,2026-07-18,Footwear,439.98834058211224,Japan
TXN-10657,CUST-156,2025-11-29,Apparel,557.36179866998,Japan
TXN-10658,CUST-151,2024-11-18,Apparel,975.9575171707698,UK
TXN-10659,CUST-309,2026-01-27,Home Decor,864.7518909099896,UK
TXN-10660,CUST-335,2025-09-30,Home Decor,547.0231543288124,UK
TXN-10661,CUST-217,2025-10-26,Apparel,,Japan
TXN-10662,CUST-189,2024-06-22,Footwear,916.546732648193,Australia
TXN-10663,CUST-178,2024-04-17,Electronics,371.09565176927185,Canada
TXN-10664,CUST-310,2024-11-14,Apparel,170.63805947819753,France
TXN-10665,CUST-303,2024-11-18,Apparel,246.2315259928114,France
TXN-10666,CUST-323,2024-04-11,Electronics,384.01743800907207,France
TXN-10667,CUST-158,2024-06-16,Electronics,257.8084324241424,USA
TXN-10668,CUST-157,2025-07-11,Electronics,296.1191955959325,Germany
TXN-10669,CUST-106,2026-06-26,Home Decor,441.9408496668937,Germany
TXN-10670,CUST-268,2026-05-18,Home Decor,276.59292103623716,Canada
TXN-10671,CUST-149,2026-09-21,Home Decor,1347.2128284471094,Japan
TXN-10672,CUST-202,2026-06-24,Footwear,138.74594357923047,USA
TXN-10673,CUST-184,2026-04-28,Apparel,796.2768565639769,USA
TXN-10674,CUST-171,2025-07-13,Home Decor,627.387303944699,USA
TXN-10675,CUST-321,2025-03-17,Footwear,1473.9203530247376,UK
TXN-10676,CUST-117,2026-11-15,Footwear,185.81757520871747,France
TXN-10677,CUST-347,2024-08-21,Electronics,608.8262865876976,Australia
TXN-10678,CUST-297,2025-12-07,Electronics,1454.8162412475458,Japan
TXN-10679,CUST-171,2026-05-30,Home Decor,1300.9505463230907,UK
TXN-10680,CUST-189,2024-08-15,Apparel,1229.2666650049343,USA
TXN-10681,CUST-264,2025-08-03,Apparel,,Japan
TXN-10682,CUST-230,2026-09-23,Apparel,272.9136293372974,Japan
TXN-10683,CUST-202,2026-12-15,Footwear,1009.5919654881578,Japan
TXN-10684,CUST-273,2025-09-23,Footwear,1395.4764639088269,Canada
TXN-10685,CUST-315,2024-04-03,Footwear,844.0090816606161,USA
TXN-10686,CUST-237,2025-03-27,Footwear,865.9867804154518,USA
TXN-10687,CUST-184,2026-03-20,Apparel,-434.36905861722056,Australia
TXN-10688,CUST-340,2024-04-22,Apparel,1158.8495411240667,USA
TXN-10689,CUST-107,2024-01-16,Electronics,296.8247478651346,UK
TXN-10690,CUST-129,2025-02-22,Apparel,499.04526987828064,Germany
TXN-10691,CUST-324,2025-09-09,Footwear,,Australia
TXN-10692,CUST-348,2025-03-08,Footwear,771.2633604529934,Japan
TXN-10693,CUST-166,2024-10-08,Home Decor,378.76640397431873,France
TXN-10694,CUST-145,2025-06-07,Apparel,-189.95850061402123,Australia
TXN-10695,CUST-248,2025-08-15,Apparel,923.7176628136162,Australia
TXN-10696,CUST-346,2025-11-02,Electronics,447.1732187955785,USA
TXN-10697,CUST-167,2024-09-02,Electronics,880.2325677054662,Australia
TXN-10698,CUST-109,2024-01-16,Footwear,248.45681860581942,France
TXN-10699,CUST-127,2026-10-15,Home Decor,732.0873507451299,Australia
TXN-10700,CUST-252,2026-05-31,Apparel,808.2323601763471,UK
TXN-10701,CUST-211,2024-12-25,Apparel,96.69883449719183,Canada
TXN-10702,CUST-188,2024-09-21,Home Decor,518.1743317270025,UK
TXN-10703,CUST-286,2026-02-17,Apparel,,UK
TXN-10704,CUST-301,2026-12-26,Electronics,,Canada
TXN-10705,CUST-180,2025-04-16,Home Decor,1485.1411439371188,Canada
TXN-10706,CUST-211,2026-10-21,Apparel,497.08369056259,Australia
TXN-10707,CUST-255,2025-12-26,Electronics,1218.6141798648596,UK
TXN-10708,CUST-230,2024-05-27,Electronics,396.8681690503705,USA
TXN-10709,CUST-129,2026-03-24,Footwear,1028.6240288914153,Germany
TXN-10710,CUST-198,2024-03-27,Apparel,1145.1372326367361,Germany
TXN-10711,CUST-330,2026-06-12,Home Decor,901.5453360996095,Germany
TXN-10712,CUST-247,2024-02-08,Electronics,717.9327590542343,UK
TXN-10713,CUST-148,2026-07-30,Electronics,629.5245529379574,France
TXN-10714,CUST-165,2024-06-08,Footwear,536.3250344836331,Canada
TXN-10715,CUST-111,2025-10-03,Home Decor,1395.7031334867822,Australia
TXN-10716,CUST-281,2026-05-29,Footwear,1249.316723525839,Australia
TXN-10717,CUST-211,2026-04-08,Electronics,1448.2398277864386,Germany
TXN-10718,CUST-100,2026-05-05,Apparel,203.9598907586062,Australia
TXN-10719,CUST-233,2025-08-15,Home Decor,1101.6838633013936,USA
TXN-10720,CUST-336,2024-08-23,Apparel,,USA
TXN-10721,CUST-306,2026-04-09,Apparel,288.224937925177,Canada
TXN-10722,CUST-237,2024-02-12,Footwear,-118.41447570283069,Australia
TXN-10723,CUST-275,2025-10-27,Electronics,1116.8585609492875,UK
TXN-10724,CUST-284,2024-12-17,Apparel,-870.2202075062696,Australia
TXN-10725,CUST-340,2026-07-31,Home Decor,,UK
TXN-10726,CUST-289,2026-01-11,Footwear,226.86311740690846,France
TXN-10727,CUST-288,2024-06-29,Home Decor,1196.9956215526374,Japan
TXN-10728,CUST-271,2026-06-13,Apparel,,Germany
TXN-10729,CUST-150,2024-08-04,Home Decor,262.2107954412427,UK
TXN-10730,CUST-193,2025-05-13,Footwear,263.1133809378696,France
TXN-10731,CUST-210,2026-06-11,Footwear,1225.5705859424456,Japan
TXN-10732,CUST-117,2026-03-31,Electronics,1004.4918866303761,Germany
TXN-10733,CUST-342,2026-12-09,Home Decor,794.1368286582966,Japan
TXN-10734,CUST-270,2024-06-10,Footwear,551.0691165027837,USA
TXN-10735,CUST-335,2026-03-21,Footwear,1318.2568004034003,Australia
TXN-10736,CUST-184,2025-09-27,Electronics,,Japan
TXN-10737,CUST-259,2025-11-26,Footwear,-1228.567170417934,France
TXN-10738,CUST-180,2025-03-29,Apparel,669.9196646839233,Canada
TXN-10739,CUST-269,2025-11-13,Home Decor,,Australia
TXN-10740,CUST-317,2024-12-10,Electronics,704.7660827910175,Germany
TXN-10741,CUST-131,2024-06-05,Apparel,-466.0392537629303,Japan
TXN-10742,CUST-284,2026-11-11,Apparel,1126.4618826608516,Australia
TXN-10743,CUST-330,2024-08-21,Home Decor,764.0261773368692,Canada
TXN-10744,CUST-176,2026-12-22,Electronics,363.6747888172896,Germany
TXN-10745,CUST-229,2026-11-10,Footwear,1351.3703684463612,Germany
TXN-10746,CUST-179,2025-02-01,Electronics,588.1590076323529,Canada
TXN-10747,CUST-270,2025-12-16,Footwear,824.4582344487031,Australia
TXN-10748,CUST-204,2025-12-20,Home Decor,1361.5787242275294,Canada
TXN-10749,CUST-183,2024-10-29,Home Decor,943.8722339527083,UK
TXN-10750,CUST-203,2025-04-28,Apparel,193.00910024837881,USA
TXN-10751,CUST-278,2024-07-29,Apparel,1410.9515429479432,Canada
TXN-10752,CUST-175,2024-10-26,Apparel,-949.0079185456984,Germany
TXN-10753,CUST-241,2025-06-08,Home Decor,515.6603096924875,UK
TXN-10754,CUST-132,2025-02-08,Footwear,226.12266754181314,USA
TXN-10755,CUST-149,2024-12-21,Home Decor,1195.157280120038,Japan
TXN-10756,CUST-207,2024-11-09,Home Decor,937.7076787742,Japan
TXN-10757,CUST-270,2024-06-03,Apparel,809.5224161249558,Canada
TXN-10758,CUST-340,2024-12-28,Electronics,1342.9610229154173,USA
TXN-10759,CUST-197,2026-10-08,Apparel,1187.1238726123056,Japan
TXN-10760,CUST-273,2026-08-08,Electronics,244.47882200447174,Australia
TXN-10761,CUST-291,2026-07-08,Footwear,481.3486603374114,Germany
TXN-10762,CUST-331,2025-10-23,Footwear,387.7639269254093,Canada
TXN-10763,CUST-144,2025-10-09,Footwear,1121.040513007562,Japan
TXN-10764,CUST-257,2024-11-05,Apparel,69.62800340895348,Germany
TXN-10765,CUST-245,2026-06-19,Apparel,863.4367336095485,UK
TXN-10766,CUST-177,2024-05-19,Apparel,-1148.438854896222,UK
TXN-10767,CUST-203,2026-08-18,Home Decor,1317.6131424073892,USA
TXN-10768,CUST-240,2026-06-24,Apparel,,UK
